id;nazwa_wojewodztwa;kod_rynku;kod_branzy;liczba_pracownikow;zrodlo_rejestr;data_rejestracji;data_ostatnie_zamowienie;obecnosc_w_internecie;jakosc_strony_www;allegro;srednia_liczba_odslon;hurt;target_wartosc_sprzedazy
56565;warmiñsko-mazurskie;OLW;1387;;CEIDG;2006-07-06;2019-11-15;e-commerce;78;TAK;1 161;0;23220
40484;œwiêtokrzyskie;KIW;755;51-100 osób;CEIDG;2005-01-31;2020-09-09;ma stronê www;87;NIE;1 159;0;23184
70362;œl¹skie;TYW;968;51-100 osób;CEIDG;2018-05-15;2019-09-10;ma stronê www;79;NIE;1 152;0;23040
38909;ma³opolskie;KRW;968;101-250 osób;CEIDG;2013-06-17;2019-02-18;ma stronê www;76;TAK;1 151;1;23022
56440;dolnoœl¹skie;LGW;526;;CEIDG;2004-03-09;2020-10-21;ma stronê www;89;TAK;1 149;1;22980
78058;podlaskie;LMW;10001;;CEIDG;2005-01-20;2019-01-18;ma stronê www;91;NIE;1 145;0;22896
24288;pomorskie;GDW;968;6-10 osób;CEIDG;2007-08-06;2020-07-03;ma stronê www;92;NIE;1 141;0;22812
61717;mazowieckie;WAW;1387;;CEIDG;2017-03-13;2018-11-05;e-commerce;92;TAK;1 138;0;22752
61089;œl¹skie;DGW;1387;;CEIDG;2017-03-22;2020-09-17;ma stronê www;72;NIE;1 134;1;22680
58006;œl¹skie;KTW;526;21-50 osób;CEIDG;2009-05-01;2018-08-27;ma stronê www;80;NIE;1 133;0;22656
37619;lubelskie;LBW;10001;21-50 osób;CEIDG;2013-01-09;2019-11-25;ma stronê www;76;NIE;1 132;1;22636
20241;zachodniopomorskie;SZW;907;1 osoba;CEIDG;2005-03-25;2020-10-09;ma stronê www;93;NIE;452;0;22600
38798;œl¹skie;GLW;1433;;CEIDG;2013-09-02;2019-11-21;ma stronê www;97;TAK;1 129;1;22572
52882;pomorskie;GDW;907;;CEIDG;2016-06-15;2020-06-18;ma stronê www;99;NIE;1 122;0;22444
73683;œl¹skie;TYW;848;;KRS;2018-09-10;2019-10-01;ma stronê www;78;NIE;1 122;0;22436
50281;dolnoœl¹skie;LGW;1386;101-250 osób;KRS;2002-01-24;2020-09-04;e-commerce;87;NIE;2 242;0;22416
55900;ma³opolskie;KRW;1387;;CEIDG;2008-07-15;2020-07-20;ma stronê www;93;NIE;1 114;1;22288
53549;wielkopolskie;KNW;1387;101-250 osób;CEIDG;2016-08-16;2019-02-28;ma stronê www;89;NIE;1 114;0;22272
69718;œl¹skie;RBW;522;;CEIDG;2018-04-02;2020-05-06;ma stronê www;72;NIE;1 107;0;22146
19427;œl¹skie;DGW;755;1 osoba;CEIDG;1996-08-05;2018-11-05;ma stronê www;88;NIE;443;0;22132
34220;dolnoœl¹skie;WRW;755;2-5 osób;CEIDG;1999-05-20;2020-08-28;ma stronê www;100;TAK;1 105;1;22096
27760;œl¹skie;RBW;1171;6-10 osób;CEIDG;2005-02-18;2019-02-01;ma stronê www;83;NIE;1 102;0;22032
55421;wielkopolskie;KLW;968;51-100 osób;CEIDG;2013-04-08;2019-01-31;ma stronê www;82;NIE;1 099;0;21984
50864;³ódzkie;LDW;907;51-100 osób;CEIDG;2001-08-02;2020-03-06;ma stronê www;75;NIE;1 096;0;21926
57876;mazowieckie;GAW;1386;2-5 osób;CEIDG;1988-03-16;2019-12-09;ma stronê www;88;NIE;1 094;1;21888
40852;dolnoœl¹skie;LGW;755;;CEIDG;2011-07-11;2019-05-22;ma stronê www;94;TAK;1 093;0;21864
56162;wielkopolskie;KLW;1387;21-50 osób;CEIDG;2013-10-02;2020-02-11;ma stronê www;70;NIE;1 088;0;21760
7248;pomorskie;GDW;10001;101-250 osób;KRS;1998-01-01;2020-10-14;ma stronê www;85;NIE;2 160;0;21600
35189;lubuskie;ZGW;1433;51-100 osób;CEIDG;2012-01-03;2018-01-03;ma stronê www;92;NIE;1 080;0;21600
73675;ma³opolskie;KRW;755;11-20 osób;CEIDG;1970-01-01;2019-11-29;ma stronê www;83;NIE;1 080;1;21600
21098;lubelskie;LBW;5;1 osoba;CEIDG;2008-09-24;2020-08-06;ma stronê www;74;NIE;431;0;21528
40762;dolnoœl¹skie;JGW;522;6-10 osób;CEIDG;2013-11-05;2020-10-22;ma stronê www;76;NIE;1 075;0;21500
58868;³ódzkie;LDW;5;;CEIDG;2016-12-09;2020-07-20;ma stronê www;73;TAK;1 074;0;21488
36779;pomorskie;GDW;522;2-5 osób;KRS;2011-09-07;2018-07-30;e-commerce;84;NIE;1 073;0;21456
76616;wielkopolskie;KLW;1387;;CEIDG;2019-02-02;2020-07-20;ma stronê www;89;NIE;1 068;1;21360
68542;œl¹skie;RBW;98;101-250 osób;CEIDG;2012-07-03;2019-05-08;ma stronê www;82;NIE;1 063;0;21252
31500;ma³opolskie;KRW;5;6-10 osób;CEIDG;2010-04-19;2020-10-20;ma stronê www;75;TAK;1 063;1;21250
64516;³ódzkie;LDW;522;;KRS;2017-09-19;2018-04-13;ma stronê www;86;NIE;1 062;0;21240
82608;kujawsko-pomorskie;TOW;1386;;CEIDG;2020-05-22;2020-06-25;ma stronê www;98;TAK;1 062;1;21240
31869;mazowieckie;PAW;652;51-100 osób;CEIDG;2009-11-25;2020-02-19;ma stronê www;73;NIE;1 056;0;21120
20357;mazowieckie;WAW;1402;2-5 osób;CEIDG;2001-10-01;2020-02-19;ma stronê www;86;NIE;1 056;1;21120
48179;podlaskie;LMW;522;;CEIDG;2008-04-08;2019-11-08;ma stronê www;76;NIE;1 053;1;21060
77782;³ódzkie;LDW;1433;;CEIDG;2018-06-01;2020-09-17;ma stronê www;82;TAK;1 053;1;21056
77856;œl¹skie;CZW;968;21-50 osób;CEIDG;2019-02-14;2020-09-04;ma stronê www;85;NIE;1 050;0;21000
46108;³ódzkie;SKW;652;;CEIDG;2014-06-09;2020-02-13;ma stronê www;95;NIE;1 047;0;20944
73514;œl¹skie;KTW;1386;;CEIDG;2018-11-21;2020-02-24;ma stronê www;75;TAK;1 045;0;20900
69590;mazowieckie;PAW;968;6-10 osób;CEIDG;2018-04-16;2020-09-25;ma stronê www;94;NIE;1 039;0;20784
55809;pomorskie;GDW;522;;CEIDG;2010-04-01;2020-08-31;ma stronê www;100;NIE;1 037;0;20736
27396;œl¹skie;CZW;522;6-10 osób;CEIDG;2004-03-11;2019-12-19;ma stronê www;83;NIE;1 032;1;20640
35690;œl¹skie;GLW;437;101-250 osób;KRS;2008-04-02;2019-10-02;e-commerce;90;TAK;1 030;1;20590
29794;œl¹skie;KTW;848;51-100 osób;CEIDG;1995-12-01;2020-05-29;ma stronê www;94;NIE;1 026;0;20520
3084;wielkopolskie;KNW;755;6-10 osób;CEIDG;1993-12-01;2020-02-03;ma stronê www;97;NIE;1 020;1;20400
63852;œl¹skie;DGW;526;;CEIDG;2017-08-03;2020-10-26;ma stronê www;97;NIE;1 017;1;20330
12689;pomorskie;GDW;755;;CEIDG;1995-12-01;2020-08-18;ma stronê www;82;NIE;1 013;1;20256
73889;wielkopolskie;POW;411;51-100 osób;CEIDG;2014-11-03;2020-04-27;ma stronê www;84;NIE;1 008;0;20160
79311;pomorskie;GDW;1387;;CEIDG;2019-06-13;2020-08-17;ma stronê www;92;NIE;1 008;0;20160
19701;mazowieckie;WAW;1171;6-10 osób;CEIDG;1996-07-25;2020-04-07;ma stronê www;88;NIE;1 007;0;20138
9263;mazowieckie;WAW;10001;;CEIDG;2003-07-07;2020-04-23;ma stronê www;85;TAK;1 007;0;20136
39161;lubelskie;LBW;652;;CEIDG;2005-05-13;2020-03-11;ma stronê www;97;NIE;1 006;0;20118
33262;ma³opolskie;NSW;1433;2-5 osób;CEIDG;2011-08-23;2019-03-11;ma stronê www;73;NIE;1 006;1;20112
40547;dolnoœl¹skie;WRW;907;101-250 osób;CEIDG;2010-02-05;2019-01-23;ma stronê www;92;NIE;1 003;1;20050
49607;wielkopolskie;POW;652;2-5 osób;CEIDG;2010-07-09;2020-04-03;ma stronê www;95;NIE;1 002;0;20044
48197;ma³opolskie;KRW;1387;;KRS;2015-11-06;2020-10-06;ma stronê www;80;NIE;1 000;1;20000
46743;œl¹skie;KTW;848;;CEIDG;2011-10-01;2018-12-06;e-commerce;80;NIE;1 000;0;19996
32569;lubuskie;ZGW;652;1 osoba;CEIDG;1999-01-01;2020-08-31;ma stronê www;83;NIE;400;0;19990
57604;lubelskie;LBW;5;;CEIDG;2013-12-09;2020-07-29;ma stronê www;74;NIE;998;1;19950
54806;dolnoœl¹skie;WRW;1433;21-50 osób;CEIDG;2012-10-09;2020-03-27;ma stronê www;86;NIE;997;0;19948
54561;ma³opolskie;KRW;968;51-100 osób;CEIDG;2014-06-02;2019-02-19;ma stronê www;89;NIE;996;1;19928
19766;kujawsko-pomorskie;TOW;1171;6-10 osób;CEIDG;1993-12-01;2020-09-29;ma stronê www;86;NIE;991;0;19823
44797;wielkopolskie;POW;1387;;CEIDG;2013-01-02;2018-12-18;ma stronê www;75;NIE;990;0;19800
40639;œl¹skie;RBW;907;;CEIDG;2001-02-19;2019-02-28;ma stronê www;82;NIE;990;1;19800
61160;œl¹skie;RBW;1433;21-50 osób;CEIDG;2017-04-01;2020-09-17;ma stronê www;100;NIE;985;0;19690
31455;mazowieckie;WAW;526;2-5 osób;KRS;2009-05-07;2019-05-28;ma stronê www;88;NIE;978;0;19560
78279;mazowieckie;WAW;1574;powy¿ej 250 osób;CEIDG;1920-01-01;2020-01-27;ma stronê www;99;NIE;1 955;0;19551,8
64481;mazowieckie;GAW;526;;CEIDG;2017-09-01;2019-11-18;ma stronê www;76;NIE;977;1;19548
41084;kujawsko-pomorskie;BDW;10001;101-250 osób;CEIDG;2009-02-25;2019-11-22;ma stronê www;88;TAK;974;1;19472
25654;ma³opolskie;KRW;755;6-10 osób;CEIDG;2009-03-09;2018-05-28;ma stronê www;71;NIE;970;1;19408
68694;œl¹skie;KTW;98;21-50 osób;KRS;2017-04-12;2018-11-09;e-commerce;90;NIE;967;1;19344
894;œl¹skie;KTW;1574;1 osoba;CEIDG;1995-12-01;2020-08-12;ma stronê www;85;NIE;387;0;19340
26822;mazowieckie;PLW;907;6-10 osób;CEIDG;2005-02-18;2020-10-09;ma stronê www;94;NIE;964;0;19280
43856;pomorskie;GDW;522;2-5 osób;KRS;2013-10-31;2020-09-09;ma stronê www;92;NIE;960;0;19200
59755;dolnoœl¹skie;WRW;526;;CEIDG;2016-09-02;2020-09-17;nie ma strony www;;TAK;;0;19188
44807;mazowieckie;PAW;1387;101-250 osób;CEIDG;2013-02-07;2019-04-03;ma stronê www;93;NIE;959;1;19180
8682;mazowieckie;WAW;755;6-10 osób;CEIDG;1992-10-20;2020-07-28;ma stronê www;96;NIE;957;1;19140
50586;ma³opolskie;KRW;1574;;KRS;2016-01-05;2020-03-23;e-commerce;81;TAK;957;0;19140
50396;mazowieckie;LNW;907;51-100 osób;CEIDG;2015-12-23;2019-09-02;ma stronê www;70;NIE;955;0;19090
36977;wielkopolskie;POW;1574;;CEIDG;2012-01-12;2020-10-05;ma stronê www;89;NIE;952;1;19044
62828;mazowieckie;LNW;1574;101-250 osób;CEIDG;1994-12-01;2020-09-16;ma stronê www;77;NIE;952;1;19044
49155;pomorskie;GDW;5;;CEIDG;2013-11-01;2020-05-14;ma stronê www;92;NIE;951;0;19026
40604;œl¹skie;GLW;907;;CEIDG;2014-11-27;2020-10-12;ma stronê www;70;NIE;948;0;18964
18062;œl¹skie;DGW;437;6-10 osób;CEIDG;2006-03-21;2020-05-06;ma stronê www;99;NIE;946;0;18920
62069;mazowieckie;LNW;1387;;CEIDG;2015-04-09;2019-01-14;ma stronê www;78;NIE;945;0;18900
59069;pomorskie;GDW;411;;CEIDG;2017-01-09;2020-08-24;e-commerce;78;TAK;942;1;18840
39885;opolskie;OPW;1433;;KRS;2014-03-25;2018-08-20;ma stronê www;82;NIE;942;1;18832
7529;œl¹skie;DGW;98;2-5 osób;KRS;1989-08-03;2020-08-24;ma stronê www;80;NIE;940;1;18800
71824;mazowieckie;GAW;1386;;CEIDG;2018-08-06;2018-10-17;ma stronê www;78;NIE;937;0;18742
8005;zachodniopomorskie;SZW;10001;2-5 osób;CEIDG;1998-02-01;2020-09-30;ma stronê www;80;NIE;935;0;18700
76099;mazowieckie;GRW;1402;1 osoba;CEIDG;2017-06-13;2020-09-17;ma stronê www;96;NIE;374;1;18684
7067;podkarpackie;RZW;1387;101-250 osób;KRS;1991-12-01;2019-11-29;ma stronê www;93;NIE;1 862;0;18624
45276;zachodniopomorskie;SZW;10001;6-10 osób;CEIDG;1989-12-01;2019-11-07;ma stronê www;83;NIE;925;0;18500
1164;œl¹skie;CZW;907;;CEIDG;1992-12-01;2019-05-20;ma stronê www;89;NIE;925;1;18500
17004;dolnoœl¹skie;WRW;437;6-10 osób;CEIDG;2000-12-20;2018-05-14;ma stronê www;75;NIE;920;0;18405,2
32292;œl¹skie;TYW;1402;101-250 osób;CEIDG;1999-02-05;2020-01-24;ma stronê www;95;NIE;918;0;18360
55121;œl¹skie;TYW;755;;CEIDG;2013-11-25;2020-03-23;ma stronê www;89;NIE;912;1;18236
66713;dolnoœl¹skie;WRW;526;;CEIDG;2018-01-02;2020-09-30;ma stronê www;96;NIE;911;0;18214
15817;podlaskie;BIW;755;1 osoba;CEIDG;1990-12-01;2018-07-06;ma stronê www;94;NIE;364;1;18180
54037;zachodniopomorskie;SZW;1433;1 osoba;KRS;2015-02-25;2018-09-25;ma stronê www;96;TAK;363;1;18144
3361;wielkopolskie;POW;755;2-5 osób;CEIDG;1997-07-15;2019-12-18;ma stronê www;72;NIE;906;0;18120
33091;wielkopolskie;POW;1433;1 osoba;CEIDG;2009-09-07;2020-09-08;e-commerce;78;NIE;361;0;18060
52456;ma³opolskie;KRW;1386;;CEIDG;2010-01-13;2020-04-28;ma stronê www;73;TAK;900;0;18000
34195;mazowieckie;WAW;652;2-5 osób;CEIDG;2009-11-02;2020-04-03;ma stronê www;95;NIE;900;0;18000
24553;œl¹skie;KTW;652;6-10 osób;CEIDG;2009-08-04;2019-04-04;ma stronê www;75;NIE;900;0;18000
82438;³ódzkie;LDW;411;;CEIDG;2020-04-28;2020-05-14;ma stronê www;92;NIE;900;0;18000
52940;dolnoœl¹skie;WRW;5;1 osoba;CEIDG;2010-09-29;2020-07-08;ma stronê www;76;NIE;360;0;17990
59472;lubelskie;BPW;755;;KRS;2017-01-05;2019-01-25;ma stronê www;98;NIE;898;1;17960
48806;kujawsko-pomorskie;BDW;1574;51-100 osób;CEIDG;2011-07-01;2020-09-28;ma stronê www;76;NIE;897;0;17936
78057;pomorskie;GDW;968;;CEIDG;2018-04-30;2020-09-17;ma stronê www;78;TAK;894;1;17880
15908;³ódzkie;LDW;907;6-10 osób;CEIDG;1996-02-20;2020-05-15;ma stronê www;78;NIE;893;1;17860
26103;wielkopolskie;KNW;411;1 osoba;CEIDG;2003-11-20;2020-10-14;nie ma strony www;;TAK;;0;17760
80399;dolnoœl¹skie;WRW;1386;;KRS;2019-08-28;2020-06-10;ma stronê www;78;NIE;888;0;17760
69639;lubelskie;BPW;98;101-250 osób;CEIDG;2018-04-23;2020-03-27;ma stronê www;98;NIE;887;1;17730
54828;ma³opolskie;KRW;437;;CEIDG;2012-09-01;2019-09-25;ma stronê www;88;NIE;885;0;17700
72853;œl¹skie;KTW;1386;2-5 osób;CEIDG;2018-10-08;2020-04-03;ma stronê www;88;NIE;873;1;17460
60735;œwiêtokrzyskie;KIW;1387;;CEIDG;2015-12-04;2019-11-14;ma stronê www;81;NIE;870;0;17400
42485;mazowieckie;WAW;1433;51-100 osób;CEIDG;2009-04-21;2019-04-01;ma stronê www;85;NIE;869;0;17376
34972;lubuskie;ZGW;1402;;CEIDG;2018-10-05;2019-06-07;ma stronê www;98;TAK;868;0;17352
56204;dolnoœl¹skie;WRW;1387;;CEIDG;2016-09-01;2018-03-30;ma stronê www;97;NIE;868;0;17352
52535;podkarpackie;TBW;755;51-100 osób;KRS;2015-08-07;2018-04-26;ma stronê www;91;NIE;864;0;17280
34906;³ódzkie;LDW;1387;;CEIDG;2011-10-20;2020-03-30;ma stronê www;99;NIE;864;0;17280
56457;mazowieckie;WAW;522;1 osoba;CEIDG;2007-09-08;2019-04-23;nie ma strony www;;NIE;;0;17280
42486;opolskie;OPW;652;101-250 osób;KRS;2009-10-14;2019-06-28;ma stronê www;89;NIE;1 724;0;17244
67620;œl¹skie;BBW;1433;;CEIDG;2018-02-08;2019-11-18;ma stronê www;76;NIE;862;0;17244
35271;pomorskie;GDW;10001;;CEIDG;2012-01-04;2018-11-14;ma stronê www;79;TAK;857;1;17136
59464;œl¹skie;TYW;848;21-50 osób;KRS;2016-12-29;2019-03-27;ma stronê www;91;NIE;850;1;17000
23980;kujawsko-pomorskie;BDW;98;101-250 osób;KRS;2000-12-01;2020-09-14;ma stronê www;71;NIE;1 696;0;16964
78091;œwiêtokrzyskie;KIW;848;;CEIDG;2016-01-01;2020-03-09;e-commerce;70;TAK;847;0;16938
68684;lubuskie;GWW;1387;101-250 osób;KRS;2018-03-07;2018-06-06;ma stronê www;71;TAK;844;1;16870
29256;ma³opolskie;KRW;907;2-5 osób;CEIDG;2010-03-01;2020-07-29;ma stronê www;73;NIE;843;1;16850
61303;zachodniopomorskie;SZW;1433;51-100 osób;CEIDG;2016-10-06;2020-10-19;ma stronê www;91;NIE;843;0;16850
44893;³ódzkie;LDW;1574;;CEIDG;2010-01-29;2020-02-24;ma stronê www;99;NIE;842;0;16848
27640;kujawsko-pomorskie;TOW;526;1 osoba;CEIDG;1992-12-31;2020-06-02;ma stronê www;76;TAK;336;0;16820
31756;mazowieckie;WAW;755;6-10 osób;KRS;2011-04-15;2019-01-22;ma stronê www;86;NIE;840;1;16800
63556;mazowieckie;WAW;1387;101-250 osób;KRS;2013-04-15;2020-01-14;ma stronê www;91;NIE;1 680;0;16800
35687;zachodniopomorskie;SZW;10001;2-5 osób;KRS;1996-01-01;2019-07-31;ma stronê www;94;NIE;840;0;16800
49473;wielkopolskie;POW;1387;;CEIDG;2013-02-18;2020-09-03;ma stronê www;96;NIE;840;0;16800
20380;mazowieckie;GRW;10001;2-5 osób;CEIDG;2003-08-05;2020-02-10;ma stronê www;90;TAK;840;0;16790
75972;³ódzkie;LDW;652;;CEIDG;2019-01-02;2020-02-27;ma stronê www;73;NIE;831;0;16610
42608;zachodniopomorskie;SZW;907;;CEIDG;2015-06-01;2020-03-02;ma stronê www;71;NIE;829;0;16570
72769;kujawsko-pomorskie;WLW;437;21-50 osób;CEIDG;2018-09-06;2020-10-21;ma stronê www;77;NIE;828;1;16560
43025;pomorskie;GDW;1386;;CEIDG;2015-03-15;2020-08-27;ma stronê www;72;NIE;828;0;16560
81209;dolnoœl¹skie;WRW;1387;21-50 osób;KRS;2019-11-15;2020-06-30;ma stronê www;74;NIE;828;0;16560
76428;kujawsko-pomorskie;BDW;526;51-100 osób;CEIDG;2019-01-23;2019-04-05;ma stronê www;80;NIE;827;1;16548
22418;mazowieckie;SDW;1171;6-10 osób;CEIDG;2004-12-30;2020-06-03;ma stronê www;86;NIE;826;0;16524
50411;pomorskie;GDW;1433;6-10 osób;CEIDG;2016-01-08;2020-03-13;ma stronê www;71;NIE;825;0;16505
66013;zachodniopomorskie;SZW;10001;101-250 osób;CEIDG;2018-01-01;2020-09-15;ma stronê www;75;NIE;825;0;16500
58804;pomorskie;GDW;10001;;CEIDG;2016-12-02;2019-05-15;ma stronê www;89;TAK;823;1;16464
25889;³ódzkie;PTW;1387;6-10 osób;CEIDG;2007-03-05;2018-08-30;e-commerce;79;NIE;823;0;16460
33752;pomorskie;GDW;5;;CEIDG;2011-10-01;2018-04-06;ma stronê www;97;NIE;820;1;16400
3525;ma³opolskie;KRW;848;2-5 osób;CEIDG;1993-09-15;2020-08-13;ma stronê www;77;NIE;820;0;16390
33053;wielkopolskie;POW;1171;1 osoba;CEIDG;2000-02-01;2020-09-08;ma stronê www;87;NIE;327;0;16368
42522;mazowieckie;WAW;907;;CEIDG;2015-05-22;2019-09-19;ma stronê www;89;NIE;816;0;16320
58580;œl¹skie;DGW;848;;CEIDG;2016-11-01;2019-12-18;ma stronê www;89;NIE;815;1;16308
41981;œl¹skie;DGW;755;51-100 osób;CEIDG;2001-08-01;2020-03-16;ma stronê www;84;NIE;814;1;16270
4918;œl¹skie;BBW;848;;CEIDG;1992-12-01;2019-10-10;ma stronê www;92;NIE;811;1;16224
37162;³ódzkie;SKW;10001;;CEIDG;2011-03-29;2020-03-13;e-commerce;83;TAK;811;1;16212
7963;zachodniopomorskie;SZW;1386;powy¿ej 250 osób;KRS;1991-11-04;2020-07-27;ma stronê www;95;NIE;1 620;1;16200
27446;wielkopolskie;POW;1171;6-10 osób;CEIDG;1996-06-17;2020-08-18;ma stronê www;85;NIE;810;0;16200
19197;wielkopolskie;POW;10001;1 osoba;CEIDG;2005-04-20;2019-01-28;ma stronê www;89;NIE;324;0;16200
73780;œl¹skie;KTW;5;;CEIDG;2012-01-03;2019-09-27;ma stronê www;81;NIE;810;1;16200
69362;ma³opolskie;KRW;1387;;CEIDG;2013-09-08;2018-08-14;ma stronê www;100;NIE;805;0;16108
61681;œl¹skie;TYW;1387;;CEIDG;2017-03-01;2018-12-17;ma stronê www;88;NIE;804;0;16080
18949;podlaskie;LMW;1402;21-50 osób;CEIDG;2001-04-01;2020-10-01;e-commerce;84;TAK;804;0;16072
30285;dolnoœl¹skie;WRW;907;6-10 osób;CEIDG;2010-10-04;2018-03-08;ma stronê www;74;NIE;801;0;16011
38150;mazowieckie;WAW;5;2-5 osób;CEIDG;2010-09-14;2020-07-02;ma stronê www;85;NIE;800;1;16000
64725;lubelskie;LBW;1387;;CEIDG;2017-10-18;2020-09-30;ma stronê www;75;NIE;799;1;15984
42641;mazowieckie;GRW;10001;2-5 osób;CEIDG;2007-04-23;2020-04-14;ma stronê www;85;NIE;799;0;15974
51634;ma³opolskie;KRW;1387;21-50 osób;KRS;2015-06-30;2019-07-18;ma stronê www;98;NIE;799;0;15972
40793;dolnoœl¹skie;WRW;437;2-5 osób;CEIDG;2014-03-27;2020-06-18;ma stronê www;99;TAK;798;1;15962
33893;œl¹skie;BBW;5;;CEIDG;2005-01-01;2020-08-25;ma stronê www;79;NIE;797;0;15948
80969;mazowieckie;WAW;1387;21-50 osób;CEIDG;2019-11-02;2020-08-11;ma stronê www;99;NIE;796;1;15920
50368;podkarpackie;RZW;1433;51-100 osób;KRS;2014-08-06;2020-05-26;ma stronê www;89;NIE;795;0;15900
41336;wielkopolskie;POW;10001;;KRS;2014-06-30;2018-06-07;ma stronê www;74;NIE;795;0;15900
56482;pomorskie;GDW;1433;101-250 osób;CEIDG;2016-10-25;2020-02-11;e-commerce;72;TAK;795;0;15900
20610;œl¹skie;GLW;1433;;CEIDG;1999-01-01;2020-03-24;ma stronê www;97;NIE;794;1;15885,6
18520;dolnoœl¹skie;WRW;652;6-10 osób;CEIDG;1993-12-01;2020-04-07;ma stronê www;96;NIE;793;0;15864
8896;mazowieckie;WAW;755;11-20 osób;KRS;1991-01-01;2020-05-11;ma stronê www;73;NIE;792;0;15844
11354;zachodniopomorskie;SZW;522;6-10 osób;CEIDG;1994-05-10;2019-12-02;ma stronê www;85;NIE;792;0;15840
81691;wielkopolskie;POW;1387;;CEIDG;2020-01-16;2020-01-28;nie ma strony www;;TAK;;1;15840
41153;pomorskie;GDW;98;;CEIDG;2014-06-05;2020-02-06;ma stronê www;96;NIE;790;0;15804
18705;³ódzkie;SRW;437;6-10 osób;CEIDG;1999-10-06;2020-03-24;ma stronê www;98;NIE;789;1;15783
5590;dolnoœl¹skie;WRW;755;2-5 osób;CEIDG;1995-12-01;2020-09-09;ma stronê www;92;NIE;789;1;15780
24085;œl¹skie;GLW;907;2-5 osób;CEIDG;2009-05-13;2020-06-29;ma stronê www;82;NIE;788;0;15764
64539;pomorskie;SLW;907;51-100 osób;CEIDG;2013-01-07;2020-07-07;ma stronê www;92;NIE;787;0;15735
5492;warmiñsko-mazurskie;OLW;98;101-250 osób;KRS;1957-12-01;2020-06-30;ma stronê www;85;NIE;1 572;1;15720
39465;dolnoœl¹skie;WRW;1386;21-50 osób;CEIDG;2012-12-17;2020-04-02;ma stronê www;70;NIE;785;0;15708
27055;ma³opolskie;KRW;907;1 osoba;CEIDG;2005-06-17;2020-10-20;ma stronê www;70;NIE;313;1;15650
76862;wielkopolskie;POW;522;;CEIDG;2019-02-04;2019-08-21;ma stronê www;94;NIE;782;0;15648
4542;³ódzkie;LDW;10001;51-100 osób;KRS;1991-09-27;2020-07-09;ma stronê www;99;NIE;781;0;15620
32710;wielkopolskie;KLW;5;;CEIDG;2009-07-02;2020-09-24;ma stronê www;98;NIE;780;1;15600
46627;pomorskie;GDW;411;;CEIDG;2013-10-02;2019-12-10;ma stronê www;86;NIE;779;0;15576
30551;ma³opolskie;KRW;968;1 osoba;CEIDG;2007-01-01;2020-05-25;ma stronê www;76;NIE;311;1;15552
41519;œl¹skie;DGW;652;;CEIDG;2006-12-01;2019-08-29;ma stronê www;86;NIE;778;0;15552
42050;œl¹skie;KTW;5;21-50 osób;CEIDG;2013-10-08;2020-09-24;ma stronê www;79;NIE;777;1;15530
13263;œl¹skie;RBW;755;21-50 osób;CEIDG;1997-01-07;2020-04-22;e-commerce;70;NIE;775;0;15500
73891;œl¹skie;RBW;755;21-50 osób;CEIDG;2018-12-13;2020-06-30;ma stronê www;93;NIE;775;1;15500
14150;mazowieckie;WAW;652;6-10 osób;CEIDG;2001-04-09;2019-07-18;ma stronê www;85;TAK;774;0;15486
51565;mazowieckie;WAW;98;6-10 osób;CEIDG;1995-01-09;2020-09-24;ma stronê www;97;NIE;765;0;15300
843;dolnoœl¹skie;WRW;848;2-5 osób;CEIDG;1989-12-01;2020-05-07;ma stronê www;89;NIE;763;1;15250
54182;wielkopolskie;POW;5;2-5 osób;KRS;2012-01-23;2020-07-30;ma stronê www;85;NIE;759;0;15180
72856;ma³opolskie;KRW;1387;51-100 osób;CEIDG;2018-10-08;2019-02-12;e-commerce;84;TAK;759;0;15176
37812;wielkopolskie;POW;907;101-250 osób;CEIDG;2004-12-17;2018-09-28;ma stronê www;89;NIE;756;0;15120
50561;œl¹skie;GLW;907;;CEIDG;2015-12-01;2020-01-22;ma stronê www;90;NIE;756;0;15120
18625;dolnoœl¹skie;WRW;907;21-50 osób;CEIDG;2008-01-18;2019-05-09;ma stronê www;82;NIE;755;1;15100
37768;warmiñsko-mazurskie;ELW;1433;101-250 osób;CEIDG;2009-12-11;2020-03-31;ma stronê www;78;NIE;1 507;0;15072
42363;podkarpackie;TBW;968;;CEIDG;2014-03-04;2019-06-14;ma stronê www;95;NIE;753;0;15050
5623;opolskie;OPW;907;2-5 osób;CEIDG;2000-01-10;2020-03-06;ma stronê www;95;NIE;752;1;15030
52516;mazowieckie;WAW;1386;21-50 osób;KRS;2016-06-27;2020-02-18;ma stronê www;82;NIE;750;0;15000
65618;pomorskie;GDW;10001;;CEIDG;2017-11-03;2019-08-27;ma stronê www;94;NIE;750;0;15000
43544;ma³opolskie;NSW;10001;101-250 osób;CEIDG;2015-02-02;2019-06-06;ma stronê www;79;NIE;750;1;15000
4392;œl¹skie;DGW;755;;CEIDG;1995-12-15;2020-07-14;ma stronê www;98;NIE;750;0;14999,2
42183;zachodniopomorskie;SZW;10001;6-10 osób;CEIDG;2009-01-19;2020-09-10;ma stronê www;91;NIE;748;1;14950
43612;wielkopolskie;LSW;1171;6-10 osób;CEIDG;2002-01-01;2020-05-18;ma stronê www;70;TAK;746;1;14928
31073;wielkopolskie;KLW;98;;CEIDG;2010-08-31;2020-10-16;ma stronê www;94;NIE;745;1;14906
